assignee,264532
assimilation,567089
assisted,1817750
assizes,165700
assoc,289082
association,9917251
assumptions,1405810
assurances,480432
ast,93844
aster,71350
astir,57376
astley,71433
astm,107465
astounded,150307
astride,111697
astronomers,257705
athletes,241276
ati,50072
atkins,124057
atlas,598570
atp,259339
atrium,170168
atrophic,101255
attache,119750
attaches,410004
attendance,1882166
attendant,1082487
attentive,657862
atterbury,66626
attested,483576
attica,204158
attorneys,418746
attribute,1472579
attuned,106789
ata,86742
au,2099582
auckland,307530
auctioneer,114076
auctions,67320
audiencia,82103
audits,70211
aug,1620439
aurangzeb,62660
auricles,63938
auriferous,62886
austen,265779
austere,323865
author,13797341
authored,52722
auto,563526
autobiography,686847
automotive,159216
autonomous,602103
autres,255717
autumn,2350385
avenge,339948
aver,145920
averaged,446551
averaging,337188
avesta,62751
aviator,53537
avicenna,58298
avon,221327
avait,141426
awakened,1102370
awe,908807
awfully,266900
awning,84145
awl,61842
ax,321918
axiom,318393
aye,411359
ayes,56061
az,148972
azimuth,135685
aaron,625201
abashed,105247
abate,238968
abatement,253303
abbas,151738
abbe,522275
abbots,186270
abdallah,80307
abdicate,94430
abdication,206727
abdullah,139122
abel,389794
abfolute,57990
ablation,81811
abnegation,69920
abodes,154240
abolitionist,136430
abounded,245144
abrams,74282
abrupt,623403
absorbance,55411
abstain,393871
abstraction,693364
absurdly,152324
abu,460454
acad,485841
accelerator,110743
accepting,1253238
acceptor,164431
accessible,1108313
accession,1174996
accommodating,213364
accounts,5368709
accuser,162417
acetylcholine,135522
ache,259215
acheson,85314
achieve,2514036
achieves,208059
achilles,426194
acquirement,98487
acquirements,177281
acres,3345382
acropolis,172363
across,11959401
acte,89351
activating,103513
active,9075148
activists,234243
actor,1464445
actresses,135985
actualities,52167
actuarial,62255
acutely,293600
adair,109589
adams,2618394
add,7357966
addis,77448
addison,676703
addition,10745088
adenocarcinoma,73820
adenoma,96712
adequacy,280708
adhered,602882
adhuc,53736
adjourn,183370
adjustable,228448
administer,824610
admirably,816256
admiral,2605168
admired,1397522
admirer,350178
admissions,342723
admittance,284850
ado,212950
adobe,159956
adorno,68107
adrenaline,94625
adroitly,87126
adsorbed,194541
adulterous,61331
adventure,1550513
adventurous,390931
adversaries,560513
adverse,1271927
advert,123228
advertiser,330619
advised,1934532
aeneas,107764
aerated,64090
aerospace,83144
aesthetics,265309
affective,380090
affirmatively,76136
affluent,223522
aflembly,51256
africa,6206102
african,4125806
aga,109264
agape,53125
agassiz,174591
agency,3787770
aggravation,144897
aggregation,357946
aggressors,85472
aggrieved,217014
agile,108235
agora,61000
agostino,61660
agra,179678
agric,94568
agriculture,4525329
agrippa,202020
ague,149584
aha,87920
aide,404421
ailing,126624
ails,50199
aim,3656093
aiming,403944
airport,509013
airway,219942
airways,168954
ajar,74994
ajax,121696
akbar,210802
alb,52816
alabama,1080510
alameda,71400
alarms,228542
alba,237462
albans,145007
albany,1005321
albatross,66158
alberto,110208
albums,66339
aldehydes,71071
aldosterone,94615
aldous,50759
alexandrian,181130
alexius,68136
alger,83786
algiers,294795
ali,907003
alias,277502
alienated,401619
alienation,582229
alighting,83063
alignments,56858
alimentary,322282
alive,3658980
allan,562860
allayed,100452
allen,1956886
allergies,50794
alles,57959
alley,477234
allied,2357776
allies,2744683
allocation,675750
allowed,10755888
alloying,57062
alludes,323260
aloft,393155
alone,17398019
alp,79012
alpha,972269
alphabets,70881
alsace,218627
alston,63836
alto,285106
altar,2267374
alternation,251942
alternations,118774
alumnae,123289
alvarez,115193
alvaro,53113
ambiguous,634351
ambrose,395611
amend,603790
amer,765233
amidst,1304312
amin,87816
amines,125140
amour,203861
amphibia,75297
amplifying,56050
amuses,58131
ana,606326
analysts,274208
ananda,81409
anastomosis,142773
anatomist,92887
anaxagoras,77325
ancestor,691183
ancestors,1839380
anchorage,320903
andalusia,115456
andr,81355
andre,474860
andrei,78288
andromeda,64894
angell,88246
angiotensin,91912
anglia,140501
anglican,471050
angular,1093257
anhydride,154706
anil,333177
animadversions,54394
animal,8666065
animosities,144444
animus,104899
ankle,415822
annals,1204879
anne,2293748
annexation,559169
annihilation,365374
annual,6595544
annually,1845404
anointed,299323
ant,743766
antarctica,88401
anterior,2977606
anteriorly,226434
antero,97772
anthologies,75963
anthropological,346013
antichrist,224450
anticipates,146059
antigone,90644
antigua,120964
antiochus,239081
antipater,76146
antiquarian,280952
antique,686206
antiquities,607076
antiseptics,76067
antithetical,82149
antoinette,213313
anu,63962
apa,81904
apartheid,130729
apathy,361111
apatite,68243
apollo,747461
apostasy,150790
apostate,151843
apostle,1915142
appalling,435963
appendicitis,132156
appendix,3213080
apperception,89792
appetites,379423
appleby,50404
appointment,3490622
appreciates,96122
approaches,2404082
appropriating,163572
approval,2298268
apulia,78157
aq,77110
aqueous,829620
aquiline,56855
arr,64134
arabs,1252607
aratus,52709
arbuthnot,122532
arc,3534595
archbishop,2615472
archaeological,565717
architectural,1068608
archiv,164856
archway,106297
arden,136739
arezzo,60732
argent,146768
argentina,658822
aries,142686
arise,4000407
aristophanes,209779
arithmetical,209200
ariz,56908
arizona,732988
armory,109232
armstrong,562803
arnold,1580180
arousing,198336
arrangement,5080006
arrest,2083235
arrested,2067811
arrhythmias,107745
arrive,2385731
